52.935339, 8.721071, 3.535648, 0.081259, 0.056808, 0.343359, 0.494830, 314264.147451, 5765.223992 
34.983724, 8.449539, 3.965449, 0.034552, 0.094576, 0.463071, 0.872597, 2000000000000000.000000, 1000000000000000.000000 
56.971804, 9.071698, 2.450754, 0.058537, 0.057678, 0.458046, 0.624661, 411081.782833, 6437.544705 
51.065090, 8.519784, 3.256015, 0.072124, 0.068670, 0.423831, 0.492806, 364396.375866, 6103.613831 
49.363296, 9.714124, 4.240435, 0.027909, 0.059358, 0.430092, 0.582052, 419737.479443, 5335.466334 
49.896159, 7.958594, 2.923382, 0.062603, 0.055551, 0.570220, 0.322039, 380443.891876, 6677.773534 
36.117726, 4.555949, 2.963836, 0.023469, 0.108746, 0.672778, 0.697566, 2000000000000000.000000, 1000000000000000.000000 
51.010569, 8.444488, 3.986418, 0.055237, 0.062596, 0.264550, 0.140748, 336425.136960, 5930.342877 
56.814877, 8.471491, 2.776267, 0.065443, 0.055127, 0.350543, 0.569074, 370610.440914, 6246.786710 
43.999250, 7.127019, 0.825197, 0.059503, 0.163851, 0.482741, 0.842019, 1595191.477464, 15067.848348 
58.682905, 8.388527, 3.257332, 0.067335, 0.060225, 0.297765, 0.937927, 360857.298318, 5816.196158 
49.435608, 8.890906, 3.332720, 0.081400, 0.069727, 0.432595, 0.163915, 331745.796072, 5983.285082 
57.086392, 9.145718, 3.648585, 0.053086, 0.053910, 0.491308, 0.103829, 288190.200147, 5347.931384 
51.528206, 0.287079, 3.776060, 0.095604, 0.194821, 0.729820, 0.687113, 2000000000000000.000000, 1000000000000000.000000 
46.390659, 9.217895, 3.422484, 0.052552, 0.058750, 0.297357, 0.415185, 383355.709095, 6000.087240 
51.782151, 9.306295, 3.351157, 0.084054, 0.058089, 0.467004, 0.480479, 313270.092564, 5665.685345 
41.718947, 7.653432, 2.978487, 0.096560, 0.184460, 0.742709, 0.292152, 547086.743781, 7750.999462 
56.756429, 8.645548, 3.526121, 0.018621, 0.058735, 0.644855, 0.665651, 513089.305893, 5621.101426 
43.968120, 9.848794, 3.992070, 0.080930, 0.062184, 0.224713, 0.391852, 334145.680636, 5779.978847 
35.840820, 9.679026, 3.460090, 0.004590, 0.066952, 0.492988, 0.214975, 1084537.226036, 7078.873027 
52.592045, 4.349249, 4.119311, 0.005349, 0.112950, 0.930672, 0.086943, 2000000000000000.000000, 1000000000000000.000000 
46.166966, 6.612885, 3.205567, 0.069434, 0.118878, 0.847557, 0.343300, 534582.289318, 8268.989524 
54.330686, 8.608011, 2.862076, 0.066413, 0.053489, 0.469447, 0.503366, 357897.157804, 6192.705658 
42.140223, 9.642195, 3.611059, 0.083452, 0.062304, 0.343018, 0.442854, 359261.537149, 6129.088533 
50.334219, 7.902418, 3.954440, 0.069443, 0.132403, 0.568734, 0.153981, 408515.476458, 6391.442637 
53.157748, 9.040437, 4.481333, 0.035700, 0.050751, 0.330058, 0.443128, 341145.397309, 5361.607388 
48.796349, 2.208082, 4.783307, 0.079477, 0.086653, 0.535588, 0.781129, 2000000000000000.000000, 1000000000000000.000000 
37.414577, 0.900422, 4.421243, 0.043021, 0.109140, 0.861468, 0.796481, 2000000000000000.000000, 1000000000000000.000000 
20.682128, 2.541211, 4.437121, 0.052693, 0.186686, 0.051024, 0.308873, 2000000000000000.000000, 1000000000000000.000000 
58.633945, 9.352198, 3.145693, 0.041461, 0.051775, 0.196287, 0.736571, 387358.841178, 5556.330213 
52.025929, 9.634368, 3.039053, 0.069956, 0.066457, 0.157250, 0.405642, 358094.421497, 5753.436802 
39.358053, 1.290537, 1.759312, 0.030124, 0.188228, 0.688084, 0.820427, 2000000000000000.000000, 1000000000000000.000000 
38.542735, 1.935351, 1.668004, 0.048324, 0.124912, 0.485803, 0.060410, 2000000000000000.000000, 1000000000000000.000000 
54.803143, 6.996072, 3.681285, 0.062608, 0.054218, 0.565346, 0.481813, 352143.344246, 6708.616627 
43.488529, 9.059347, 4.094461, 0.081116, 0.052683, 0.348632, 0.446987, 348459.558555, 6385.669589 
52.740735, 8.999550, 3.863553, 0.070481, 0.065533, 0.331042, 0.403006, 315252.028813, 5526.219458 
55.587299, 8.377308, 3.553083, 0.055101, 0.061934, 0.291989, 0.768115, 374334.061084, 5783.071952 
56.961993, 1.694682, 4.334936, 0.069722, 0.180220, 0.377036, 0.686911, 2000000000000000.000000, 1000000000000000.000000 
58.392962, 9.469237, 3.456981, 0.037972, 0.054638, 0.215811, 0.876399, 395922.356596, 5303.847608 
55.948841, 9.230531, 3.538425, 0.043980, 0.058892, 0.097511, 0.775540, 392321.307858, 5415.856918 
55.016404, 8.024377, 3.954237, 0.040546, 0.059677, 0.288007, 0.890177, 423021.210857, 5882.640827 
