"Date Time, GMT -0400","Temp, (*C) - 1","Temp, (*C) - 2"
6/15/17 12:43,11.84,11.15
,,
6/15/17 13:03,11.92,11.15
,,
6/15/17 13:23,12.01,11.15
,,
6/15/17 13:43,12.1,11.15
,,
6/15/17 14:03,12.18,11.15
,,
6/15/17 14:23,12.31,11.15
,,
6/15/17 14:43,12.4,11.19
,,
6/15/17 15:03,12.44,11.15
,,
6/15/17 15:23,12.57,11.15
,,
6/15/17 15:43,12.65,11.15
,,
6/15/17 16:03,12.82,11.15
,,
6/15/17 16:23,13.04,11.19
,,
6/15/17 16:43,13.25,11.24
,,
6/15/17 17:03,13.38,11.24
,,
6/15/17 17:23,13.43,11.24
,,
6/15/17 17:43,13.47,11.24
,,
6/15/17 18:03,13.55,11.24
,,
6/15/17 18:23,13.55,11.24
,,
6/15/17 18:43,13.6,11.37
,,
6/15/17 19:03,13.6,11.32
,,
6/15/17 19:23,13.6,11.32
,,
6/15/17 19:43,13.64,11.32
,,
6/15/17 20:03,13.6,11.37
,,
6/15/17 20:23,13.6,11.41
,,
6/15/17 20:43,13.55,11.37
,,
6/15/17 21:03,13.47,11.41
,,
6/15/17 21:23,13.43,11.45
,,
6/15/17 21:43,13.38,11.49
,,
6/15/17 22:03,13.34,11.49
,,
6/15/17 22:23,13.38,11.45
,,
6/15/17 22:43,13.38,11.45
,,
6/15/17 23:03,13.34,11.54
,,
6/15/17 23:23,13.38,11.49
,,
6/15/17 23:43,13.38,11.49
,,
6/16/17 0:03,13.34,11.54
,,
6/16/17 0:23,13.38,11.54
,,
6/16/17 0:43,13.38,11.54
,,
6/16/17 1:03,13.34,11.58
,,
6/16/17 1:23,13.3,11.49
,,
6/16/17 1:43,13.25,11.54
,,
6/16/17 2:03,13.25,11.58
,,
6/16/17 2:23,13.21,11.58
,,
6/16/17 2:43,13.08,11.58
,,
6/16/17 3:03,13,11.58
,,
6/16/17 3:23,12.95,11.58
,,
6/16/17 3:43,12.95,11.62
,,
6/16/17 4:03,12.87,11.58
,,
6/16/17 4:23,12.78,11.62
,,
6/16/17 4:43,12.74,11.58
,,
6/16/17 5:03,12.65,11.58
,,
6/16/17 5:23,12.61,11.58
,,
6/16/17 5:43,12.57,11.58
,,
6/16/17 6:03,12.48,11.58
,,
6/16/17 6:23,12.44,11.54
,,
6/16/17 6:43,12.35,11.58
,,
6/16/17 7:03,12.31,11.54
,,
6/16/17 7:23,12.22,11.58
,,
6/16/17 7:43,12.18,11.49
,,
6/16/17 8:03,12.14,11.54
,,
6/16/17 8:23,12.1,11.54
,,
6/16/17 8:43,12.05,11.54
,,
6/16/17 9:03,12.01,11.49
,,
6/16/17 9:23,12.01,11.49
,,
6/16/17 9:43,11.97,11.49
,,
6/16/17 10:03,11.92,11.49
,,
6/16/17 10:23,11.92,11.45
,,
6/16/17 10:43,11.97,11.45
,,
6/16/17 11:03,11.97,11.45
,,
6/16/17 11:23,11.92,11.45
,,
6/16/17 11:43,11.97,11.45
,,
6/16/17 12:03,11.97,11.41
,,
6/16/17 12:23,12.01,11.41
,,
6/16/17 12:43,12.01,11.41
,,
6/16/17 13:03,12.01,11.41
,,
6/16/17 13:23,12.01,11.41
,,
6/16/17 13:43,12.05,11.45
,,
6/16/17 14:03,12.05,11.41
,,
6/16/17 14:23,12.05,11.41
,,
6/16/17 14:43,12.14,11.37
,,
6/16/17 15:03,12.18,11.37
,,
6/16/17 15:23,12.22,11.41
,,
6/16/17 15:43,12.27,11.32
,,
6/16/17 16:03,12.27,11.37
,,
6/16/17 16:23,12.31,11.32
,,
6/16/17 16:43,12.31,11.32
,,
6/16/17 17:03,12.35,11.41
,,
6/16/17 17:23,12.4,11.32
,,
6/16/17 17:43,12.44,11.32
,,
6/16/17 18:03,12.48,11.32
,,
6/16/17 18:23,12.48,11.41
,,
6/16/17 18:43,12.52,11.37
,,
6/16/17 19:03,12.57,11.37
,,
6/16/17 19:23,12.52,11.37
,,
6/16/17 19:43,12.57,11.37
,,
6/16/17 20:03,12.52,11.37
,,
6/16/17 20:23,12.57,11.41
,,
6/16/17 20:43,12.52,11.41
,,
6/16/17 21:03,12.52,11.37
,,
6/16/17 21:23,12.57,11.41
,,
6/16/17 21:43,12.57,11.41
,,
6/16/17 22:03,12.57,11.41
,,
6/16/17 22:23,12.61,11.41
,,
6/16/17 22:43,12.61,11.37
,,
6/16/17 23:03,12.57,11.41
,,
6/16/17 23:23,12.61,11.37
,,
6/16/17 23:43,12.52,11.37
,,
6/17/17 0:03,12.61,11.41
,,
6/17/17 0:23,12.57,11.41
,,
6/17/17 0:43,12.57,11.41
,,
6/17/17 1:03,12.52,11.41
,,
6/17/17 1:23,12.52,11.45
,,
6/17/17 1:43,12.57,11.45
,,
6/17/17 2:03,12.48,11.41
,,
6/17/17 2:23,12.52,11.41
,,
6/17/17 2:43,12.52,11.37
,,
6/17/17 3:03,12.52,11.41
,,
6/17/17 3:23,12.52,11.41
,,
6/17/17 3:43,12.48,11.41
,,
6/17/17 4:03,12.44,11.37
,,
6/17/17 4:23,12.48,11.41
,,
6/17/17 4:43,12.48,11.45
,,
6/17/17 5:03,12.48,11.41
,,
6/17/17 5:23,12.48,11.41
,,
6/17/17 5:43,12.44,11.41
,,
6/17/17 6:03,12.44,11.41
,,
6/17/17 6:23,12.44,11.41
,,
6/17/17 6:43,12.48,11.37
,,
6/17/17 7:03,12.48,11.37
,,
6/17/17 7:23,12.52,11.37
,,
6/17/17 7:43,12.48,11.41
,,
6/17/17 8:03,12.57,11.41
,,
6/17/17 8:23,12.57,11.45
,,
6/17/17 8:43,12.61,11.41
,,
6/17/17 9:03,12.57,11.41
,,
6/17/17 9:23,12.7,11.41
,,
6/17/17 9:43,12.74,11.41
,,
6/17/17 10:03,12.78,11.41
,,
6/17/17 10:23,12.91,11.41
,,
6/17/17 10:43,12.95,11.41
,,
6/17/17 11:03,13.08,11.41
,,
6/17/17 11:23,13.17,11.41
,,
6/17/17 11:43,13.25,11.45
,,
6/17/17 12:03,13.34,11.45
,,
6/17/17 12:23,13.47,11.41
,,
6/17/17 12:43,13.6,11.45
,,
6/17/17 13:03,13.77,11.45
,,
6/17/17 13:23,13.85,11.45
,,
6/17/17 13:43,14.03,11.45
,,
6/17/17 14:03,14.11,11.49
,,
6/17/17 14:23,14.24,11.49
,,
6/17/17 14:43,14.33,11.54
,,
6/17/17 15:03,14.5,11.54
,,
6/17/17 15:23,14.58,11.58
,,
6/17/17 15:43,14.67,11.54
,,
6/17/17 16:03,14.8,11.58
,,
6/17/17 16:23,14.97,11.58
,,
6/17/17 16:43,15.14,11.67
,,
6/17/17 17:03,15.27,11.62
,,
6/17/17 17:23,15.31,11.67
,,
6/17/17 17:43,15.44,11.71
,,
6/17/17 18:03,15.53,11.71
,,
6/17/17 18:23,15.53,11.71
,,
6/17/17 18:43,15.53,11.79
,,
6/17/17 19:03,15.57,11.79
,,
6/17/17 19:23,15.57,11.84
,,
6/17/17 19:43,15.61,11.88
,,
6/17/17 20:03,15.53,11.88
,,
6/17/17 20:23,15.57,11.88
,,
6/17/17 20:43,15.57,11.92
,,
6/17/17 21:03,15.57,11.97
,,
6/17/17 21:23,15.48,12.01
,,
6/17/17 21:43,15.48,12.01
,,
6/17/17 22:03,15.48,12.01
,,
6/17/17 22:23,15.44,12.05
,,
6/17/17 22:43,15.44,12.1
,,
6/17/17 23:03,15.4,12.05
,,
6/17/17 23:23,15.31,12.1
,,
6/17/17 23:43,15.36,12.14
,,
6/18/17 0:03,15.27,12.14
,,
6/18/17 0:23,15.27,12.18
,,
6/18/17 0:43,15.27,12.18
,,
6/18/17 1:03,15.27,12.18
,,
6/18/17 1:23,15.23,12.18
,,
6/18/17 1:43,15.27,12.22
,,
6/18/17 2:03,15.23,12.22
,,
6/18/17 2:23,15.23,12.27
,,
6/18/17 2:43,15.23,12.27
,,
6/18/17 3:03,15.23,12.27
,,
6/18/17 3:23,15.18,12.31
,,
6/18/17 3:43,15.14,12.27
,,
6/18/17 4:03,15.18,12.31
,,
6/18/17 4:23,15.14,12.27
,,
6/18/17 4:43,15.14,12.31
,,
6/18/17 5:03,15.1,12.31
,,
6/18/17 5:23,15.14,12.31
,,
6/18/17 5:43,15.14,12.35
,,
6/18/17 6:03,15.14,12.31
,,
6/18/17 6:23,15.14,12.31
,,
6/18/17 6:43,15.14,12.31
,,
6/18/17 7:03,15.18,12.35
,,
6/18/17 7:23,15.18,12.31
,,
6/18/17 7:43,15.23,12.31
,,
6/18/17 8:03,15.27,12.4
,,
6/18/17 8:23,15.36,12.35
,,
6/18/17 8:43,15.4,12.35
,,
6/18/17 9:03,15.53,12.35
,,
6/18/17 9:23,15.57,12.4
,,
6/18/17 9:43,15.66,12.4
,,
6/18/17 10:03,15.74,12.4
,,
6/18/17 10:23,15.87,12.4
,,
6/18/17 10:43,15.91,12.4
,,
6/18/17 11:03,16.04,12.44
,,
6/18/17 11:23,16.13,12.44
,,
6/18/17 11:43,16.21,12.44
,,
6/18/17 12:03,16.26,12.44
,,
6/18/17 12:23,16.43,12.48
,,
6/18/17 12:43,16.43,12.48
,,
6/18/17 13:03,16.56,12.52
,,
6/18/17 13:23,16.6,12.52
,,
6/18/17 13:43,16.69,12.52
,,
6/18/17 14:03,16.81,12.57
,,
6/18/17 14:23,16.86,12.61
,,
6/18/17 14:43,16.99,12.61
,,
6/18/17 15:03,17.07,12.61
,,
6/18/17 15:23,17.11,12.65
,,
6/18/17 15:43,17.2,12.65
,,
6/18/17 16:03,17.29,12.7
,,
6/18/17 16:23,17.41,12.74
,,
6/18/17 16:43,17.54,12.74
,,
6/18/17 17:03,17.63,12.74
,,
6/18/17 17:23,17.72,12.78
,,
6/18/17 17:43,17.76,12.78
,,
6/18/17 18:03,17.76,12.87
,,
6/18/17 18:23,17.76,12.82
,,
6/18/17 18:43,17.76,12.87
,,
6/18/17 19:03,17.76,12.91
,,
6/18/17 19:23,17.72,12.95
,,
6/18/17 19:43,17.72,13
,,
6/18/17 20:03,17.72,13
,,
6/18/17 20:23,17.63,13.04
,,
6/18/17 20:43,17.59,13.04
,,
6/18/17 21:03,17.59,13.08
,,
6/18/17 21:23,17.54,13.12
,,
6/18/17 21:43,17.5,13.12
,,
6/18/17 22:03,17.46,13.12
,,
6/18/17 22:23,17.37,13.17
,,
6/18/17 22:43,17.41,13.21
,,
6/18/17 23:03,17.33,13.17
,,
6/18/17 23:23,17.33,13.21
,,
6/18/17 23:43,17.24,13.17
,,
6/19/17 0:03,17.2,13.21
,,
6/19/17 0:23,17.16,13.25
,,
6/19/17 0:43,17.16,13.25
,,
6/19/17 1:03,17.11,13.3
,,
6/19/17 1:23,17.07,13.25
,,
6/19/17 1:43,17.03,13.3
,,
6/19/17 2:03,16.99,13.25
,,
6/19/17 2:23,16.86,13.25
,,
6/19/17 2:43,16.81,13.3
,,
6/19/17 3:03,16.73,13.3
,,
6/19/17 3:23,16.69,13.3
,,
6/19/17 3:43,16.64,13.3
,,
6/19/17 4:03,16.56,13.3
,,
6/19/17 4:23,16.56,13.3
,,
6/19/17 4:43,16.47,13.34
,,
6/19/17 5:03,16.47,13.34
,,
6/19/17 5:23,16.39,13.34
,,
6/19/17 5:43,16.34,13.3
,,
6/19/17 6:03,16.3,13.3
,,
6/19/17 6:23,16.3,13.3
,,
6/19/17 6:43,16.3,13.3
,,
6/19/17 7:03,16.3,13.3
,,
6/19/17 7:23,16.3,13.3
,,
6/19/17 7:43,16.34,13.25
,,
6/19/17 8:03,16.3,13.3
,,
6/19/17 8:23,16.39,13.3
,,
6/19/17 8:43,16.43,13.3
,,
6/19/17 9:03,16.47,13.3
,,
6/19/17 9:23,16.51,13.3
,,
6/19/17 9:43,16.56,13.3
,,
6/19/17 10:03,16.6,13.3
,,
6/19/17 10:23,16.69,13.25
,,
6/19/17 10:43,16.73,13.34
,,
6/19/17 11:03,16.73,13.3
,,
6/19/17 11:23,16.81,13.3
,,
6/19/17 11:43,16.9,13.34
,,
6/19/17 12:03,16.9,13.34
,,
6/19/17 12:23,16.94,13.34
,,
6/19/17 12:43,16.94,13.34
,,
6/19/17 13:03,16.99,13.38
,,
6/19/17 13:23,17.03,13.34
,,
6/19/17 13:43,17.07,13.38
,,
6/19/17 14:03,17.16,13.38
,,
6/19/17 14:23,17.2,13.38
,,
6/19/17 14:43,17.24,13.38
,,
6/19/17 15:03,17.2,13.43
,,
6/19/17 15:23,17.2,13.43
,,
6/19/17 15:43,17.16,13.43
,,
6/19/17 16:03,17.07,13.43
,,
6/19/17 16:23,16.99,13.43
,,
6/19/17 16:43,16.9,13.47
,,
6/19/17 17:03,16.86,13.47
,,
6/19/17 17:23,16.77,13.47
,,
6/19/17 17:43,16.69,13.51
,,
6/19/17 18:03,16.6,13.51
,,
6/19/17 18:23,16.56,13.51
,,
6/19/17 18:43,16.47,13.51
,,
6/19/17 19:03,16.43,13.47
,,
6/19/17 19:23,16.39,13.55
,,
6/19/17 19:43,16.39,13.47
,,
6/19/17 20:03,16.3,13.55
,,
6/19/17 20:23,16.3,13.55
,,
6/19/17 20:43,16.26,13.51
,,
6/19/17 21:03,16.26,13.51
,,
6/19/17 21:23,16.21,13.47
,,
6/19/17 21:43,16.17,13.51
,,
6/19/17 22:03,16.13,13.55
,,
6/19/17 22:23,16.13,13.51
,,
6/19/17 22:43,16.08,13.55
,,
6/19/17 23:03,16.04,13.55
,,
6/19/17 23:23,16.04,13.55
,,
6/19/17 23:43,16,13.51
,,
6/20/17 0:03,16.04,13.51
,,
6/20/17 0:23,16.04,13.51
,,
6/20/17 0:43,16,13.47
,,
6/20/17 1:03,16,13.51
,,
6/20/17 1:23,15.96,13.47
,,
6/20/17 1:43,15.91,13.51
,,
6/20/17 2:03,15.87,13.47
,,
6/20/17 2:23,15.78,13.47
,,
6/20/17 2:43,15.78,13.47
,,
6/20/17 3:03,15.78,13.47
,,
6/20/17 3:23,15.7,13.47
,,
6/20/17 3:43,15.66,13.47
,,
6/20/17 4:03,15.61,13.47
,,
6/20/17 4:23,15.61,13.43
,,
6/20/17 4:43,15.53,13.43
,,
6/20/17 5:03,15.44,13.47
,,
6/20/17 5:23,15.4,13.47
,,
6/20/17 5:43,15.36,13.43
,,
6/20/17 6:03,15.36,13.43
,,
6/20/17 6:23,15.31,13.43
,,
6/20/17 6:43,15.31,13.38
,,
6/20/17 7:03,15.27,13.38
,,
6/20/17 7:23,15.31,13.38
,,
6/20/17 7:43,15.31,13.38
,,
6/20/17 8:03,15.36,13.38
,,
6/20/17 8:23,15.31,13.38
,,
6/20/17 8:43,15.36,13.38
,,
6/20/17 9:03,15.4,13.38
,,
6/20/17 9:23,15.4,13.38
,,
6/20/17 9:43,15.44,13.34
,,
6/20/17 10:03,15.44,13.34
,,
6/20/17 10:23,15.44,13.34
,,
6/20/17 10:43,15.44,13.38
,,
6/20/17 11:03,15.44,13.34
,,
6/20/17 11:23,15.48,13.34
,,
6/20/17 11:43,15.53,13.3
,,
6/20/17 12:03,15.57,13.34
,,
6/20/17 12:23,15.44,13.34
,,
6/20/17 12:43,15.31,13.3
,,
6/20/17 13:03,15.27,13.38
,,
6/20/17 13:23,15.23,13.34
,,
6/20/17 13:43,15.18,13.34
,,
